Torneo de Afghanistan, carrera 100 m, Jonielle SMITH, 9799
Torneo de Ivory Coast, carrera 5000 m, Telahun Haile BEKELE, 776527
Torneo de Ivory Coast, carrera 5000 m, William KINCAID, 779767
Torneo de Jamaica, carrera 5000 m, Hagos GEBRHIWET, 773553
Torneo de Jamaica, carrera 5000 m, Stanley Waithaka MBURU, 774361
Torneo de Jamaica, carrera 5000 m, Laura WEIGHTMAN, 776198
Torneo de Japan, carrera 5000 m, Joshua CHEPTEGEI, 775329
Torneo de Japan, carrera 5000 m, Beatrice CHEPKOECH, 776356
Torneo de Japan, carrera 5000 m, Stanley Waithaka MBURU, 778052
Torneo de Jordan, carrera 5000 m, Mohammed AHMED, 775140
Torneo de Jordan, carrera 5000 m, Gloriah KITE, 777072
Torneo de Jordan, carrera 5000 m, Birhanu BALEW, 780322
Torneo de Kazakhstan, carrera 5000 m, Muktar EDRIS, 773463
Torneo de Kazakhstan, carrera 5000 m, Karoline Bjerkeli GRØVDAL, 775720
Torneo de Kazakhstan, carrera 5000 m, Selemon BAREGA, 777533
Torneo de Kenya, carrera 5000 m, Gloriah KITE, 772798
Torneo de Kenya, carrera 5000 m, Paul CHELIMO, 775222
Torneo de Kenya, carrera 5000 m, Beatrice CHEPKOECH, 778920
Torneo de Kiribati, carrera 5000 m, Muktar EDRIS, 775001
Torneo de Kiribati, carrera 5000 m, Konstanze KLOSTERHALFEN, 777992
Torneo de Kiribati, carrera 5000 m, Eilish MCCOLGAN, 780360
Torneo de Kosovo, carrera 5000 m, Mohammed AHMED, 772524
Torneo de Kosovo, carrera 5000 m, Fantu WORKU, 773488
Torneo de Kosovo, carrera 5000 m, Eva CHERONO, 775133
Torneo de Kuwait, carrera 5000 m, Fantu WORKU, 774211
Torneo de Kuwait, carrera 5000 m, Selemon BAREGA, 776075
Torneo de Kuwait, carrera 5000 m, Stanley Waithaka MBURU, 776247
Torneo de Kyrgyzstan, carrera 5000 m, Joshua CHEPTEGEI, 772176
Torneo de Kyrgyzstan, carrera 5000 m, Karissa SCHWEIZER, 773627
Torneo de Kyrgyzstan, carrera 5000 m, Muktar EDRIS, 773629
Torneo de Laos, carrera 5000 m, Abadi HADIS, 773364
Torneo de Laos, carrera 5000 m, William KINCAID, 775319
Torneo de Laos, carrera 5000 m, Yomif KEJELCHA, 776011
Torneo de Latvia, carrera 5000 m, Edward CHESEREK, 774389
Torneo de Latvia, carrera 5000 m, Karoline Bjerkeli GRØVDAL, 776960
Torneo de Latvia, carrera 5000 m, Laura WEIGHTMAN, 777266
Torneo de Lebanon, carrera 5000 m, Jacob KROP, 772732
Torneo de Lebanon, carrera 5000 m, Hawi FEYSA, 776618
Torneo de Lebanon, carrera 5000 m, Gloriah KITE, 779161
Torneo de Lesotho, carrera 5000 m, Muktar EDRIS, 775358
Torneo de Lesotho, carrera 5000 m, Abadi HADIS, 780250
Torneo de Lesotho, carrera 5000 m, Lilian Kasait RENGERUK, 782448
Torneo de Liberia, carrera 5000 m, Beatrice CHEPKOECH, 773906
Torneo de Liberia, carrera 5000 m, William KINCAID, 776174
Torneo de Liberia, carrera 5000 m, Stanley Waithaka MBURU, 776923
Torneo de Libya, carrera 5000 m, Letesenbet GIDEY, 773387
Torneo de Libya, carrera 5000 m, Eva CHERONO, 773402
Torneo de Libya, carrera 5000 m, Birhanu BALEW, 773403
Torneo de Liechtenstein, carrera 5000 m, Hellen OBIRI, 773547
Torneo de Liechtenstein, carrera 5000 m, Birhanu BALEW, 775259
Torneo de Liechtenstein, carrera 5000 m, Margaret Chelimo KIPKEMBOI, 776121
Torneo de Lithuania, carrera 5000 m, Margaret Chelimo KIPKEMBOI, 773576
Torneo de Lithuania, carrera 5000 m, Eva CHERONO, 773891
Torneo de Lithuania, carrera 5000 m, Paul CHELIMO, 776313
Torneo de Luxembourg, carrera 5000 m, Letesenbet GIDEY, 772661
Torneo de Luxembourg, carrera 5000 m, Selemon BAREGA, 775388
Torneo de Luxembourg, carrera 5000 m, Muktar EDRIS, 775802
Torneo de Macedonia, carrera 5000 m, Sifan HASSAN, 773721
Torneo de Macedonia, carrera 5000 m, Karissa SCHWEIZER, 774530
Torneo de Macedonia, carrera 5000 m, Beatrice CHEBET, 782394
Torneo de Madagascar, carrera 5000 m, Fantu WORKU, 772417
Torneo de Madagascar, carrera 5000 m, Selemon BAREGA, 772634
Torneo de Madagascar, carrera 5000 m, Abadi HADIS, 773791
Torneo de Malawi, carrera 5000 m, Tsehay GEMECHU, 772342
Torneo de Malawi, carrera 5000 m, Hellen OBIRI, 775025
Torneo de Malawi, carrera 5000 m, Laura WEIGHTMAN, 775602
Torneo de Malaysia, carrera 5000 m, Birhanu BALEW, 773423
Torneo de Malaysia, carrera 5000 m, Hawi FEYSA, 773914
Torneo de Malaysia, carrera 5000 m, Eva CHERONO, 781393
Torneo de Maldives, carrera 5000 m, Agnes Jebet TIROP, 772162
Torneo de Maldives, carrera 5000 m, Lilian Kasait RENGERUK, 773421
Torneo de Maldives, carrera 5000 m, Eilish MCCOLGAN, 774252
Torneo de Mali, carrera 5000 m, Gabriela DEBUES-STAFFORD, 774348
Torneo de Mali, carrera 5000 m, Solomon BERIHU, 775908
Torneo de Mali, carrera 5000 m, Telahun Haile BEKELE, 776125
Torneo de Malta, carrera 5000 m, Edward CHESEREK, 773164
Torneo de Malta, carrera 5000 m, Letesenbet GIDEY, 773355
Torneo de Malta, carrera 5000 m, Eilish MCCOLGAN, 773938
Torneo de Marshall Islands, carrera 5000 m, Letesenbet GIDEY, 772755
Torneo de Marshall Islands, carrera 5000 m, Yomif KEJELCHA, 773578
Torneo de Marshall Islands, carrera 5000 m, Solomon BERIHU, 776217
Torneo de Mauritania, carrera 5000 m, Agnes Jebet TIROP, 775134
Torneo de Mauritania, carrera 5000 m, Solomon BERIHU, 779019
Torneo de Mauritania, carrera 5000 m, Edward CHESEREK, 784012
Torneo de Mauritius, carrera 5000 m, Solomon BERIHU, 772148
Torneo de Mauritius, carrera 5000 m, Laura WEIGHTMAN, 776896
Torneo de Mauritius, carrera 5000 m, Lopez LOMONG, 778206
Torneo de Mexico, carrera 5000 m, Stanley Waithaka MBURU, 776003
Torneo de Mexico, carrera 5000 m, Muktar EDRIS, 776550
Torneo de Mexico, carrera 5000 m, Edward Zakayo PINGUA, 778424
Torneo de Micronesia, carrera 5000 m, Laura WEIGHTMAN, 773742
Torneo de Micronesia, carrera 5000 m, Fantu WORKU, 776656
Torneo de Micronesia, carrera 5000 m, Hellen OBIRI, 776819
Torneo de Moldova, carrera 5000 m, Letesenbet GIDEY, 772755
Torneo de Moldova, carrera 5000 m, Gloriah KITE, 773195
Torneo de Moldova, carrera 5000 m, William KINCAID, 775240
Torneo de Monaco, carrera 5000 m, Beatrice CHEPKOECH, 775397
Torneo de Monaco, carrera 5000 m, Yomif KEJELCHA, 777894
Torneo de Monaco, carrera 5000 m, Matthew CENTROWITZ, 778677
Torneo de Mongolia, carrera 5000 m, Caroline Chepkoech KIPKIRUI, 773617
Torneo de Mongolia, carrera 5000 m, Muktar EDRIS, 775371
Torneo de Mongolia, carrera 5000 m, Laura WEIGHTMAN, 776380
Torneo de Montenegro, carrera 5000 m, Telahun Haile BEKELE, 773482
Torneo de Montenegro, carrera 5000 m, Matthew CENTROWITZ, 774110
Torneo de Montenegro, carrera 5000 m, Laura WEIGHTMAN, 777733
Torneo de Morocco, carrera 5000 m, Solomon BERIHU, 775287
Torneo de Morocco, carrera 5000 m, Fantu WORKU, 775783
Torneo de Morocco, carrera 5000 m, Paul CHELIMO, 778710
Torneo de Mozambique, carrera 5000 m, Joshua CHEPTEGEI, 773287
Torneo de Mozambique, carrera 5000 m, Eilish MCCOLGAN, 780418
Torneo de Mozambique, carrera 5000 m, Beatrice CHEBET, 780651
Torneo de Myanmar, carrera 5000 m, Caroline Chepkoech KIPKIRUI, 772171
Torneo de Myanmar, carrera 5000 m, Edward CHESEREK, 776895
Torneo de Myanmar, carrera 5000 m, Eilish MCCOLGAN, 779493
Torneo de Namibia, carrera 5000 m, Hagos GEBRHIWET, 776133
Torneo de Namibia, carrera 5000 m, Lopez LOMONG, 777514
Torneo de Namibia, carrera 5000 m, Eilish MCCOLGAN, 777783
Torneo de Nauru, carrera 5000 m, Telahun Haile BEKELE, 772839
Torneo de Nauru, carrera 5000 m, Karoline Bjerkeli GRØVDAL, 776116
Torneo de Nauru, carrera 5000 m, Beatrice CHEBET, 778107
Torneo de Nepal, carrera 5000 m, Hellen OBIRI, 772409
Torneo de Nepal, carrera 5000 m, Birhanu BALEW, 777513
Torneo de Nepal, carrera 5000 m, Edward Zakayo PINGUA, 782338
Torneo de Netherlands, carrera 5000 m, Selemon BAREGA, 777763
Torneo de Netherlands, carrera 5000 m, Fantu WORKU, 778441
Torneo de Netherlands, carrera 5000 m, Gloriah KITE, 778718
Torneo de New Zealand, carrera 5000 m, Eva CHERONO, 772382
Torneo de New Zealand, carrera 5000 m, Abadi HADIS, 775922
Torneo de New Zealand, carrera 5000 m, Paul CHELIMO, 776188
Torneo de Nicaragua, carrera 5000 m, Karissa SCHWEIZER, 772237
Torneo de Nicaragua, carrera 5000 m, Joshua CHEPTEGEI, 772240
Torneo de Nicaragua, carrera 5000 m, Caroline Chepkoech KIPKIRUI, 772803
Torneo de Niger, carrera 5000 m, Caroline Chepkoech KIPKIRUI, 775684
Torneo de Niger, carrera 5000 m, Paul CHELIMO, 779017
Torneo de Niger, carrera 5000 m, Mohammed AHMED, 783045
Torneo de Nigeria, carrera 5000 m, Lopez LOMONG, 772331
Torneo de Nigeria, carrera 5000 m, Matthew CENTROWITZ, 773360
Torneo de Nigeria, carrera 5000 m, Edward Zakayo PINGUA, 775280
Torneo de North Korea, carrera 5000 m, Hawi FEYSA, 772170
Torneo de North Korea, carrera 5000 m, Hagos GEBRHIWET, 772971
Torneo de North Korea, carrera 5000 m, Letesenbet GIDEY, 778347
Torneo de Northern Ireland, carrera 5000 m, Matthew CENTROWITZ, 776455
Torneo de Northern Ireland, carrera 5000 m, Karissa SCHWEIZER, 777106
Torneo de Northern Ireland, carrera 5000 m, Edward CHESEREK, 779070
Torneo de Norway, carrera 5000 m, Joshua CHEPTEGEI, 776412
Torneo de Norway, carrera 5000 m, Lilian Kasait RENGERUK, 777315
Torneo de Norway, carrera 5000 m, Eilish MCCOLGAN, 777635
Torneo de Oman, carrera 5000 m, Hawi FEYSA, 773962
Torneo de Oman, carrera 5000 m, Edward Zakayo PINGUA, 774886
Torneo de Oman, carrera 5000 m, Beatrice CHEPKOECH, 777721
Torneo de Pakistan, carrera 5000 m, Sifan HASSAN, 772788
Torneo de Pakistan, carrera 5000 m, Mohammed AHMED, 774643
Torneo de Pakistan, carrera 5000 m, Lopez LOMONG, 777412
Torneo de Palau, carrera 5000 m, Hagos GEBRHIWET, 775380
Torneo de Palau, carrera 5000 m, Eilish MCCOLGAN, 776511
Torneo de Palau, carrera 5000 m, Agnes Jebet TIROP, 780092
Torneo de Panama, carrera 5000 m, Joshua CHEPTEGEI, 773816
Torneo de Panama, carrera 5000 m, Stanley Waithaka MBURU, 774801
Torneo de Panama, carrera 5000 m, Gabriela DEBUES-STAFFORD, 775848
Torneo de Papua New Guinea, carrera 5000 m, Eva CHERONO, 772948
Torneo de Papua New Guinea, carrera 5000 m, Abadi HADIS, 774728
Torneo de Papua New Guinea, carrera 5000 m, Fantu WORKU, 776707
Torneo de Paraguay, carrera 5000 m, Tsehay GEMECHU, 774667
Torneo de Paraguay, carrera 5000 m, Nicholas Kipkorir KIMELI, 777988
Torneo de Paraguay, carrera 5000 m, Telahun Haile BEKELE, 781545
Torneo de Peru, carrera 5000 m, Hagos GEBRHIWET, 774237
Torneo de Peru, carrera 5000 m, Jakob INGEBRIGTSEN, 775248
Torneo de Peru, carrera 5000 m, Solomon BERIHU, 778619
Torneo de Philippines, carrera 5000 m, Telahun Haile BEKELE, 772333
Torneo de Philippines, carrera 5000 m, Edward Zakayo PINGUA, 773711
Torneo de Philippines, carrera 5000 m, Letesenbet GIDEY, 778844
Torneo de Poland, carrera 5000 m, Hellen OBIRI, 776057
Torneo de Poland, carrera 5000 m, Selemon BAREGA, 777029
Torneo de Poland, carrera 5000 m, Letesenbet GIDEY, 777221
Torneo de Portugal, carrera 5000 m, Jacob KROP, 774981
Torneo de Portugal, carrera 5000 m, Eva CHERONO, 775184
Torneo de Portugal, carrera 5000 m, Mohammed AHMED, 776592
Torneo de Puerto Rico, carrera 5000 m, Sifan HASSAN, 773128
Torneo de Puerto Rico, carrera 5000 m, Lilian Kasait RENGERUK, 776855
Torneo de Puerto Rico, carrera 5000 m, Edward CHESEREK, 777082
Torneo de Qatar, carrera 5000 m, Fantu WORKU, 772328
Torneo de Qatar, carrera 5000 m, Yomif KEJELCHA, 772725
Torneo de Qatar, carrera 5000 m, Gabriela DEBUES-STAFFORD, 776304
Torneo de Romania, carrera 5000 m, Stanley Waithaka MBURU, 777660
Torneo de Romania, carrera 5000 m, Eva CHERONO, 777963
Torneo de Romania, carrera 5000 m, Edward Zakayo PINGUA, 779718
Torneo de Russia, carrera 5000 m, Joshua CHEPTEGEI, 772389
Torneo de Russia, carrera 5000 m, Karoline Bjerkeli GRØVDAL, 773923
Torneo de Russia, carrera 5000 m, Jakob INGEBRIGTSEN, 783553
Torneo de Rwanda, carrera 5000 m, Mohammed AHMED, 772894
Torneo de Rwanda, carrera 5000 m, Jacob KROP, 773067
Torneo de Rwanda, carrera 5000 m, William KINCAID, 774560
Torneo de Saint Kitts and Nevis, carrera 5000 m, Karissa SCHWEIZER, 774585
Torneo de Saint Kitts and Nevis, carrera 5000 m, Edward Zakayo PINGUA, 775325
Torneo de Saint Kitts and Nevis, carrera 5000 m, Lilian Kasait RENGERUK, 775434
Torneo de Saint Lucia, carrera 5000 m, Muktar EDRIS, 774812
Torneo de Saint Lucia, carrera 5000 m, Fantu WORKU, 775538
Torneo de Saint Lucia, carrera 5000 m, Lilian Kasait RENGERUK, 775929
Torneo de Saint Vincent and the Grenadines, carrera 5000 m, Solomon BERIHU, 772147
Torneo de Saint Vincent and the Grenadines, carrera 5000 m, Hagos GEBRHIWET, 772812
Torneo de Saint Vincent and the Grenadines, carrera 5000 m, Beatrice CHEBET, 774095
Torneo de Samoa, carrera 5000 m, Telahun Haile BEKELE, 772121
Torneo de Samoa, carrera 5000 m, Eilish MCCOLGAN, 772270
Torneo de Samoa, carrera 5000 m, Karissa SCHWEIZER, 789193
Torneo de San Marino, carrera 5000 m, Tsehay GEMECHU, 772505
Torneo de San Marino, carrera 5000 m, Caroline Chepkoech KIPKIRUI, 777682
Torneo de San Marino, carrera 5000 m, Selemon BAREGA, 777908
Torneo de Sao Tome and Principe, carrera 5000 m, Laura WEIGHTMAN, 775699
Torneo de Sao Tome and Principe, carrera 5000 m, Hawi FEYSA, 778693
Torneo de Sao Tome and Principe, carrera 5000 m, Agnes Jebet TIROP, 781915
Torneo de Saudi Arabia, carrera 5000 m, Edward Zakayo PINGUA, 772128
Torneo de Saudi Arabia, carrera 5000 m, Paul CHELIMO, 772442
Torneo de Saudi Arabia, carrera 5000 m, Eilish MCCOLGAN, 772651
Torneo de Scotland, carrera 5000 m, Lopez LOMONG, 772498
Torneo de Scotland, carrera 5000 m, Edward Zakayo PINGUA, 774102
Torneo de Scotland, carrera 5000 m, Gabriela DEBUES-STAFFORD, 776390
Torneo de Senegal, carrera 5000 m, Laura WEIGHTMAN, 775969
Torneo de Senegal, carrera 5000 m, Eilish MCCOLGAN, 780926
Torneo de Senegal, carrera 5000 m, Hellen OBIRI, 787110
Torneo de Serbia, carrera 5000 m, Agnes Jebet TIROP, 780039
Torneo de Serbia, carrera 5000 m, Mohammed AHMED, 781078
Torneo de Serbia, carrera 5000 m, Hagos GEBRHIWET, 783158
Torneo de Seychelles, carrera 5000 m, Abadi HADIS, 774550
Torneo de Seychelles, carrera 5000 m, Hagos GEBRHIWET, 774844
Torneo de Seychelles, carrera 5000 m, Yomif KEJELCHA, 776350
Torneo de Sierra Leone, carrera 5000 m, Margaret Chelimo KIPKEMBOI, 772760
Torneo de Sierra Leone, carrera 5000 m, Agnes Jebet TIROP, 772945
Torneo de Sierra Leone, carrera 5000 m, Lopez LOMONG, 773018
Torneo de Singapore, carrera 5000 m, Fantu WORKU, 774128
Torneo de Singapore, carrera 5000 m, Beatrice CHEPKOECH, 780450
Torneo de Singapore, carrera 5000 m, William KINCAID, 781837
Torneo de Slovakia, carrera 5000 m, Margaret Chelimo KIPKEMBOI, 774386
Torneo de Slovakia, carrera 5000 m, Lopez LOMONG, 775790
Torneo de Slovakia, carrera 5000 m, William KINCAID, 776507
Torneo de Slovenia, carrera 5000 m, Lopez LOMONG, 773119
Torneo de Slovenia, carrera 5000 m, Mohammed AHMED, 775112
Torneo de Slovenia, carrera 5000 m, Hawi FEYSA, 777039
Torneo de Solomon Islands, carrera 5000 m, Selemon BAREGA, 773727
Torneo de Solomon Islands, carrera 5000 m, Jacob KROP, 775103
Torneo de Solomon Islands, carrera 5000 m, Yomif KEJELCHA, 776181
Torneo de Somalia, carrera 5000 m, Telahun Haile BEKELE, 772238
Torneo de Somalia, carrera 5000 m, Matthew CENTROWITZ, 775213
Torneo de Somalia, carrera 5000 m, Agnes Jebet TIROP, 776290
Torneo de South Africa, carrera 5000 m, Muktar EDRIS, 773824
Torneo de South Africa, carrera 5000 m, Stanley Waithaka MBURU, 773907
Torneo de South Africa, carrera 5000 m, Selemon BAREGA, 778569
Torneo de South Korea, carrera 5000 m, Telahun Haile BEKELE, 776943
Torneo de South Korea, carrera 5000 m, Birhanu BALEW, 777166
Torneo de South Korea, carrera 5000 m, Hawi FEYSA, 777680
Torneo de South Sudan, carrera 5000 m, Edward Zakayo PINGUA, 773583
Torneo de South Sudan, carrera 5000 m, Karissa SCHWEIZER, 774533
Torneo de South Sudan, carrera 5000 m, Tsehay GEMECHU, 777046
Torneo de Spain, carrera 5000 m, Eilish MCCOLGAN, 772700
Torneo de Spain, carrera 5000 m, Solomon BERIHU, 776938
Torneo de Spain, carrera 5000 m, Matthew CENTROWITZ, 780323
Torneo de Sri Lanka, carrera 5000 m, Telahun Haile BEKELE, 779236
Torneo de Sri Lanka, carrera 5000 m, Matthew CENTROWITZ, 779547
Torneo de Sri Lanka, carrera 5000 m, Joshua CHEPTEGEI, 779636
Torneo de Sudan, carrera 5000 m, Lopez LOMONG, 772559
Torneo de Sudan, carrera 5000 m, Jacob KROP, 776674
Torneo de Sudan, carrera 5000 m, Hellen OBIRI, 777340
Torneo de Suriname, carrera 5000 m, Hawi FEYSA, 774567
Torneo de Suriname, carrera 5000 m, Caroline Chepkoech KIPKIRUI, 775202
Torneo de Suriname, carrera 5000 m, Lopez LOMONG, 776446
Torneo de Sweden, carrera 5000 m, Matthew CENTROWITZ, 778978
Torneo de Sweden, carrera 5000 m, Beatrice CHEPKOECH, 780001
Torneo de Sweden, carrera 5000 m, Muktar EDRIS, 781153
Torneo de Switzerland, carrera 5000 m, Agnes Jebet TIROP, 773613
Torneo de Switzerland, carrera 5000 m, Mohammed AHMED, 778236
Torneo de Switzerland, carrera 5000 m, Gabriela DEBUES-STAFFORD, 780163
Torneo de Syria, carrera 5000 m, Hellen OBIRI, 777479
Torneo de Syria, carrera 5000 m, Beatrice CHEBET, 783600
Torneo de Syria, carrera 5000 m, Yomif KEJELCHA, 784067
Torneo de Taiwan, carrera 5000 m, Lilian Kasait RENGERUK, 773912
Torneo de Taiwan, carrera 5000 m, Tsehay GEMECHU, 775489
Torneo de Taiwan, carrera 5000 m, Selemon BAREGA, 776446
Torneo de Tajikistan, carrera 5000 m, Yomif KEJELCHA, 773206
Torneo de Tajikistan, carrera 5000 m, Mohammed AHMED, 775840
Torneo de Tajikistan, carrera 5000 m, Muktar EDRIS, 775885
Torneo de Tanzania, carrera 5000 m, Paul CHELIMO, 773738
Torneo de Tanzania, carrera 5000 m, Agnes Jebet TIROP, 776532
Torneo de Tanzania, carrera 5000 m, Karoline Bjerkeli GRØVDAL, 778475
Torneo de Thailand, carrera 5000 m, Karissa SCHWEIZER, 774370
Torneo de Thailand, carrera 5000 m, Sifan HASSAN, 780697
Torneo de Thailand, carrera 5000 m, Konstanze KLOSTERHALFEN, 780832
Torneo de Timor-Leste, carrera 5000 m, Karissa SCHWEIZER, 772536
Torneo de Timor-Leste, carrera 5000 m, Mohammed AHMED, 779103
Torneo de Timor-Leste, carrera 5000 m, Jacob KROP, 781884
Torneo de Togo, carrera 5000 m, Matthew CENTROWITZ, 773201
Torneo de Togo, carrera 5000 m, Agnes Jebet TIROP, 774912
Torneo de Togo, carrera 5000 m, Caroline Chepkoech KIPKIRUI, 775057
Torneo de Tonga, carrera 5000 m, Hellen OBIRI, 773191
Torneo de Tonga, carrera 5000 m, Lilian Kasait RENGERUK, 774515
Torneo de Tonga, carrera 5000 m, Agnes Jebet TIROP, 777809
Torneo de Trinidad and Tobago, carrera 5000 m, Eilish MCCOLGAN, 772750
Torneo de Trinidad and Tobago, carrera 5000 m, Tsehay GEMECHU, 773302
Torneo de Trinidad and Tobago, carrera 5000 m, Lilian Kasait RENGERUK, 775651
Torneo de Tunisia, carrera 5000 m, Nicholas Kipkorir KIMELI, 773118
Torneo de Tunisia, carrera 5000 m, Konstanze KLOSTERHALFEN, 773765
Torneo de Tunisia, carrera 5000 m, Sifan HASSAN, 775275
Torneo de Turkey, carrera 5000 m, Abadi HADIS, 773254
Torneo de Turkey, carrera 5000 m, Jakob INGEBRIGTSEN, 773984
Torneo de Turkey, carrera 5000 m, Edward CHESEREK, 774654
Torneo de Turkmenistan, carrera 5000 m, Birhanu BALEW, 772679
Torneo de Turkmenistan, carrera 5000 m, Edward CHESEREK, 775831
Torneo de Turkmenistan, carrera 5000 m, Joshua CHEPTEGEI, 779542
Torneo de Tuvalu, carrera 5000 m, Karissa SCHWEIZER, 773316
Torneo de Tuvalu, carrera 5000 m, Lopez LOMONG, 773663
Torneo de Tuvalu, carrera 5000 m, Telahun Haile BEKELE, 774090
Torneo de Uganda, carrera 5000 m, Beatrice CHEPKOECH, 772520
Torneo de Uganda, carrera 5000 m, Laura WEIGHTMAN, 775600
Torneo de Uganda, carrera 5000 m, Sifan HASSAN, 777963
Torneo de Ukraine, carrera 5000 m, Margaret Chelimo KIPKEMBOI, 772274
Torneo de Ukraine, carrera 5000 m, Tsehay GEMECHU, 772349
Torneo de Ukraine, carrera 5000 m, Fantu WORKU, 772734
Torneo de United Arab Emirates, carrera 5000 m, Birhanu BALEW, 773771
Torneo de United Arab Emirates, carrera 5000 m, Gloriah KITE, 773876
Torneo de United Arab Emirates, carrera 5000 m, Konstanze KLOSTERHALFEN, 777215
Torneo de United Kingdom, carrera 5000 m, Solomon BERIHU, 777854
Torneo de United Kingdom, carrera 5000 m, Beatrice CHEPKOECH, 778713
Torneo de United Kingdom, carrera 5000 m, Mohammed AHMED, 779206
Torneo de United States, carrera 5000 m, Abadi HADIS, 774154
Torneo de United States, carrera 5000 m, Margaret Chelimo KIPKEMBOI, 775774
Torneo de United States, carrera 5000 m, Mohammed AHMED, 776607
Torneo de Uruguay, carrera 5000 m, Telahun Haile BEKELE, 774668
Torneo de Uruguay, carrera 5000 m, Paul CHELIMO, 775245
Torneo de Uruguay, carrera 5000 m, Agnes Jebet TIROP, 775709
Torneo de Uzbekistan, carrera 5000 m, Tsehay GEMECHU, 776949
Torneo de Uzbekistan, carrera 5000 m, Abadi HADIS, 777123
Torneo de Uzbekistan, carrera 5000 m, Gabriela DEBUES-STAFFORD, 777196
Torneo de Vanuatu, carrera 5000 m, Nicholas Kipkorir KIMELI, 776552
Torneo de Vanuatu, carrera 5000 m, Beatrice CHEPKOECH, 780116
Torneo de Vanuatu, carrera 5000 m, Muktar EDRIS, 780358
Torneo de Vatican City, carrera 5000 m, Lopez LOMONG, 774856
Torneo de Vatican City, carrera 5000 m, Hellen OBIRI, 778136
Torneo de Vatican City, carrera 5000 m, Birhanu BALEW, 783209
Torneo de Venezuela, carrera 5000 m, Selemon BAREGA, 772229
Torneo de Venezuela, carrera 5000 m, Paul CHELIMO, 772880
Torneo de Venezuela, carrera 5000 m, William KINCAID, 772891
Torneo de Vietnam, carrera 5000 m, Edward CHESEREK, 772938
Torneo de Vietnam, carrera 5000 m, Konstanze KLOSTERHALFEN, 773970
Torneo de Vietnam, carrera 5000 m, Selemon BAREGA, 775276
Torneo de Virgin Islands (British), carrera 5000 m, Karoline Bjerkeli GRØVDAL, 775622
